epoch,train_loss,val_loss
1,0.06067413457838649,0.0432591512799263
2,0.03888922893251716,0.037500713299959895
3,0.037641999684803355,0.03510504784062505
4,0.03564329691686329,0.03140347879379988
5,0.03613178333034739,0.039910631533712146
6,0.03457317128182198,0.03741466626524925
7,0.03469309463583737,0.03398363385349512
8,0.03344240666906857,0.03823609361425042
9,0.034392010460247875,0.03504184680059552
10,0.033905175935201856,0.033337020222097634
